Division
"CEO, Strategy & Policy Directorate"
eBay Directorate
"Finance, Risk, Planning and Legal Directorate"
"Marketing, Fundraising & Engagement Directorate"
Medical Directorate
POD Directorate
Retail Directorate
Technology Directorate
